,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
112,2021_01_DAL_TB,2021090900,2735,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",5.0,5.40000000000001,2.002,True,HITCH,ZONE_COVERAGE,COVER_3
114,2021_01_DAL_TB,2021090900,2780,DAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,2.31,3.57,True,FLAT,ZONE_COVERAGE,COVER_3
118,2021_01_DAL_TB,2021090900,2871,TB,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,2.88,2.719,False,OUT,MAN_COVERAGE,COVER_1
119,2021_01_DAL_TB,2021090900,2893,TB,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,7.88,1.769,False,SLANT,ZONE_COVERAGE,COVER_3
123,2021_01_DAL_TB,2021090900,3014,DAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 4 LB, 3 DB",5.0,21.14,3.502,True,IN,ZONE_COVERAGE,COVER_2
124,2021_01_DAL_TB,2021090900,3062,TB,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,14.52,2.603,False,GO,MAN_COVERAGE,COVER_1
125,2021_01_DAL_TB,2021090900,3086,TB,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 2 LB, 5 DB",4.0,-1.91,0.901,False,SCREEN,ZONE_COVERAGE,COVER_4
126,2021_01_DAL_TB,2021090900,3110,TB,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,-1.34,2.236,False,SCREEN,ZONE_COVERAGE,COVER_4
127,2021_01_DAL_TB,2021090900,3134,TB,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",7.0,2.04,2.069,True,SLANT,MAN_COVERAGE,COVER_0
131,2021_01_DAL_TB,2021090900,3216,DAL,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,6.86,2.202,False,SLANT,ZONE_COVERAGE,COVER_6
133,2021_01_DAL_TB,2021090900,3261,DAL,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",5.0,4.41,1.869,False,HITCH,ZONE_COVERAGE,COVER_3
135,2021_01_DAL_TB,2021090900,3306,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,3.51000000000001,1.902,False,HITCH,ZONE_COVERAGE,COVER_6
136,2021_01_DAL_TB,2021090900,3330,DAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",5.0,5.34999999999999,3.704,False,CROSS,MAN_COVERAGE,COVER_1
139,2021_01_DAL_TB,2021090900,3406,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",6.0,22.89,2.702,False,CORNER,MAN_COVERAGE,COVER_1
142,2021_01_DAL_TB,2021090900,3462,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-3.24,1.468,False,FLAT,ZONE_COVERAGE,COVER_3
146,2021_01_DAL_TB,2021090900,3564,TB,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-1.12,1.034,False,SCREEN,MAN_COVERAGE,COVER_1
147,2021_01_DAL_TB,2021090900,3588,TB,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",2.0,4.93,1.936,False,OUT,ZONE_COVERAGE,COVER_2
149,2021_01_DAL_TB,2021090900,3633,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,12.37,2.937,False,OUT,ZONE_COVERAGE,COVER_2
150,2021_01_DAL_TB,2021090900,3655,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,32.96,2.503,True,GO,ZONE_COVERAGE,COVER_3
152,2021_01_DAL_TB,2021090900,3696,DAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,-2.55,1.034,False,SCREEN,ZONE_COVERAGE,COVER_4
153,2021_01_DAL_TB,2021090900,3724,DAL,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",5.0,5.59,2.97,True,HITCH,MAN_COVERAGE,COVER_1
154,2021_01_DAL_TB,2021090900,3746,DAL,SHOTGUN,"2 RB, 0 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,8.66,3.103,True,HITCH,ZONE_COVERAGE,COVER_4
156,2021_01_DAL_TB,2021090900,3793,TB,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,2.11,3.27,False,FLAT,ZONE_COVERAGE,COVER_2
157,2021_01_DAL_TB,2021090900,3817,TB,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-2.52,1.034,False,SCREEN,MAN_COVERAGE,COVER_1
159,2021_01_DAL_TB,2021090900,3862,TB,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,3.34999999999999,3.637,True,FLAT,MAN_COVERAGE,COVER_1
161,2021_01_DAL_TB,2021090900,3909,TB,SHOTGUN,"1 RB, 0 TE, 4 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,5.31,2.169,False,HITCH,ZONE_COVERAGE,COVER_2
162,2021_01_DAL_TB,2021090900,3933,TB,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-5.64,2.202,False,FLAT,ZONE_COVERAGE,COVER_2
163,2021_01_DAL_TB,2021090900,3962,TB,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-6.05,3.404,False,CROSS,MAN_COVERAGE,COVER_1
166,2021_01_DAL_TB,2021090900,4033,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,-0.290000000000006,1.246,False,FLAT,ZONE_COVERAGE,COVER_3
168,2021_01_DAL_TB,2021090900,4094,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,1.11,2.103,False,FLAT,ZONE_COVERAGE,COVER_2
170,2021_01_DAL_TB,2021090900,4141,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,0.109999999999999,2.202,False,FLAT,ZONE_COVERAGE,COVER_4
171,2021_01_DAL_TB,2021090900,4165,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",3.0,5.99,1.935,False,HITCH,ZONE_COVERAGE,COVER_3
172,2021_01_DAL_TB,2021090900,4189,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,19.51,3.17,True,GO,ZONE_COVERAGE,COVER_2
174,2021_01_DAL_TB,2021090900,4246,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,9.67,2.569,False,HITCH,ZONE_COVERAGE,COVER_4
176,2021_01_DAL_TB,2021090900,4287,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,5.73,2.503,True,IN,ZONE_COVERAGE,COVER_4
178,2021_01_DAL_TB,2021090900,4333,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",5.0,5.81,1.869,True,HITCH,ZONE_COVERAGE,COVER_3
182,2021_01_DAL_TB,2021090900,4428,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,3.06,2.603,False,OUT,ZONE_COVERAGE,COVER_4
186,2021_01_DAL_TB,2021090900,4509,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-5.87,1.802,False,SCREEN,ZONE_COVERAGE,COVER_2
187,2021_01_DAL_TB,2021090900,4538,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,9.91,3.003,True,HITCH,MAN_COVERAGE,COVER_1
188,2021_01_DAL_TB,2021090900,4560,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,4.45,2.609,True,OUT,ZONE_COVERAGE,COVER_3
191,2021_01_DAL_TB,2021090900,4624,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-2.3,2.936,True,FLAT,ZONE_COVERAGE,COVER_2
192,2021_01_DAL_TB,2021090900,4653,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,9.57,2.336,False,HITCH,ZONE_COVERAGE,COVER_3
193,2021_01_DAL_TB,2021090900,4677,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,13.08,2.836,False,HITCH,MAN_COVERAGE,COVER_1
194,2021_01_DAL_TB,2021090900,4699,TB,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,16.91,2.702,False,GO,MAN_COVERAGE,COVER_1
205,2021_01_PHI_ATL,2021091200,56,ATL,I_FORM,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,15.67,2.67,False,HITCH,ZONE_COVERAGE,COVER_2
208,2021_01_PHI_ATL,2021091200,122,ATL,SINGLEBACK,"2 RB, 2 TE, 1 WR",6.0,"4 DL, 2 LB, 5 DB",3.0,1.76000000000001,2.921,False,CROSS,ZONE_COVERAGE,COVER_2
209,2021_01_PHI_ATL,2021091200,146,ATL,EMPTY,"2 RB, 2 TE, 1 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.84999999999999,1.902,False,OUT,ZONE_COVERAGE,COVER_3
210,2021_01_PHI_ATL,2021091200,176,ATL,SINGLEBACK,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 2 LB, 5 DB",6.0,7.59,2.969,True,OUT,ZONE_COVERAGE,COVER_3
212,2021_01_PHI_ATL,2021091200,231,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,10.74,2.102,True,POST,ZONE_COVERAGE,COVER_3
215,2021_01_PHI_ATL,2021091200,303,ATL,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-0.180000000000007,2.77,False,CROSS,ZONE_COVERAGE,COVER_3
217,2021_01_PHI_ATL,2021091200,348,ATL,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 3 LB, 4 DB",3.0,6.68000000000001,3.17,True,IN,ZONE_COVERAGE,COVER_4
218,2021_01_PHI_ATL,2021091200,370,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 3 LB, 4 DB",3.0,0.829999999999998,2.102,False,FLAT,ZONE_COVERAGE,COVER_4
221,2021_01_PHI_ATL,2021091200,426,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",3.0,-4.72,1.468,False,SCREEN,ZONE_COVERAGE,COVER_3
222,2021_01_PHI_ATL,2021091200,466,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,-3.78,1.435,False,SCREEN,ZONE_COVERAGE,COVER_2
223,2021_01_PHI_ATL,2021091200,490,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,0.100000000000001,1.969,False,FLAT,MAN_COVERAGE,COVER_1
228,2021_01_PHI_ATL,2021091200,605,PHI,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 5 LB, 5 DB",5.0,19.23,2.236,False,GO,MAN_COVERAGE,COVER_1
232,2021_01_PHI_ATL,2021091200,705,ATL,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,-2.73,2.302,True,SCREEN,ZONE_COVERAGE,COVER_6
234,2021_01_PHI_ATL,2021091200,750,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",4.0,-1.53,2.736,False,CROSS,ZONE_COVERAGE,COVER_2
237,2021_01_PHI_ATL,2021091200,821,ATL,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.95,1.935,False,OUT,ZONE_COVERAGE,COVER_3
239,2021_01_PHI_ATL,2021091200,864,ATL,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,"4 DL, 3 LB, 4 DB",5.0,1.06,2.469,True,FLAT,ZONE_COVERAGE,COVER_3
245,2021_01_PHI_ATL,2021091200,1023,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.42,1.835,False,OUT,ZONE_COVERAGE,COVER_3
248,2021_01_PHI_ATL,2021091200,1085,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-2.39,3.57,True,FLAT,ZONE_COVERAGE,COVER_2
251,2021_01_PHI_ATL,2021091200,1153,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,7.52,4.237,False,CROSS,ZONE_COVERAGE,COVER_3
252,2021_01_PHI_ATL,2021091200,1182,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,24.91,3.637,False,GO,ZONE_COVERAGE,COVER_3
253,2021_01_PHI_ATL,2021091200,1206,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,1.31,2.87,False,ANGLE,ZONE_COVERAGE,COVER_2
255,2021_01_PHI_ATL,2021091200,1249,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"1 DL, 5 LB, 5 DB",3.0,2.94,1.99,False,SLANT,MAN_COVERAGE,COVER_1
