,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
2460,2021_01_DEN_NYG,2021091212,1810,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,8.40000000000001,7.741,True,HITCH,ZONE_COVERAGE,COVER_2
2462,2021_01_DEN_NYG,2021091212,1855,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,23.85,3.97,False,CROSS,ZONE_COVERAGE,COVER_2
2463,2021_01_DEN_NYG,2021091212,1877,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",5.0,4.87,2.97,False,CROSS,MAN_COVERAGE,COVER_1
2464,2021_01_DEN_NYG,2021091212,1901,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,48.21,3.57,False,GO,ZONE_COVERAGE,COVER_6
2466,2021_01_DEN_NYG,2021091212,1944,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,3.6,2.069,False,CROSS,MAN_COVERAGE,COVER_1
2469,2021_01_DEN_NYG,2021091212,2008,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,19.7,3.036,True,CROSS,ZONE_COVERAGE,COVER_3
2472,2021_01_DEN_NYG,2021091212,2151,DEN,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 4 LB, 6 DB",4.0,5.17,2.035,False,OUT,ZONE_COVERAGE,COVER_4
2473,2021_01_DEN_NYG,2021091212,2175,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,-2.94,4.471,True,FLAT,MAN_COVERAGE,COVER_0
2478,2021_01_DEN_NYG,2021091212,2282,NYG,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",5.0,4.58,2.602,True,HITCH,MAN_COVERAGE,2_MAN
2479,2021_01_DEN_NYG,2021091212,2304,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",6.0,5.26,2.602,True,OUT,MAN_COVERAGE,COVER_1
2481,2021_01_DEN_NYG,2021091212,2349,NYG,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,12.75,3.437,False,HITCH,ZONE_COVERAGE,COVER_2
2482,2021_01_DEN_NYG,2021091212,2371,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,14.61,2.536,True,IN,MAN_COVERAGE,COVER_1
2483,2021_01_DEN_NYG,2021091212,2395,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,8.97,3.403,False,HITCH,ZONE_COVERAGE,COVER_4
2484,2021_01_DEN_NYG,2021091212,2419,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,3.81999999999999,1.604,False,OUT,ZONE_COVERAGE,COVER_3
2488,2021_01_DEN_NYG,2021091212,2532,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"3 DL, 3 LB, 5 DB",4.0,1.2,2.302,True,FLAT,ZONE_COVERAGE,COVER_2
2489,2021_01_DEN_NYG,2021091212,2554,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 3 LB, 6 DB",4.0,22.4,3.37,True,OUT,ZONE_COVERAGE,COVER_2
2496,2021_01_DEN_NYG,2021091212,2722,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,-4.78,2.369,False,SCREEN,ZONE_COVERAGE,COVER_3
2503,2021_01_DEN_NYG,2021091212,2883,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,1.64,2.602,True,OUT,MAN_COVERAGE,COVER_1
2506,2021_01_DEN_NYG,2021091212,2947,NYG,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,17.2,3.604,True,IN,ZONE_COVERAGE,COVER_2
2507,2021_01_DEN_NYG,2021091212,2971,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,3.92,2.869,True,ANGLE,ZONE_COVERAGE,COVER_4
2510,2021_01_DEN_NYG,2021091212,3047,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,7.19,2.469,False,ANGLE,MAN_COVERAGE,COVER_1
2512,2021_01_DEN_NYG,2021091212,3095,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,10.65,2.035,True,CORNER,MAN_COVERAGE,COVER_1
2513,2021_01_DEN_NYG,2021091212,3117,NYG,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,7.72,2.547,False,OUT,MAN_COVERAGE,COVER_1
2516,2021_01_DEN_NYG,2021091212,3181,DEN,SINGLEBACK,"1 RB, 3 TE, 1 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,-0.949999999999999,2.736,True,FLAT,ZONE_COVERAGE,COVER_2
2520,2021_01_DEN_NYG,2021091212,3294,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,15.77,2.536,False,HITCH,MAN_COVERAGE,COVER_1
2521,2021_01_DEN_NYG,2021091212,3318,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,4.57,3.103,True,HITCH,ZONE_COVERAGE,COVER_6
2522,2021_01_DEN_NYG,2021091212,3342,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,16.16,3.07,False,IN,ZONE_COVERAGE,COVER_6
2523,2021_01_DEN_NYG,2021091212,3366,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",3.0,10.88,2.12,False,POST,ZONE_COVERAGE,COVER_4
2524,2021_01_DEN_NYG,2021091212,3388,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,12.63,2.769,False,OUT,ZONE_COVERAGE,COVER_3
2527,2021_01_DEN_NYG,2021091212,3446,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,29.23,2.503,False,GO,ZONE_COVERAGE,COVER_6
2534,2021_01_DEN_NYG,2021091212,3601,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,15.46,2.435,False,POST,ZONE_COVERAGE,COVER_6
2535,2021_01_DEN_NYG,2021091212,3625,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,0.57,2.502,False,FLAT,ZONE_COVERAGE,COVER_6
2536,2021_01_DEN_NYG,2021091212,3649,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,8.97,2.502,False,HITCH,ZONE_COVERAGE,COVER_6
2537,2021_01_DEN_NYG,2021091212,3673,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,15.56,6.24,False,IN,ZONE_COVERAGE,COVER_6
2539,2021_01_DEN_NYG,2021091212,3719,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,8.1,2.269,False,HITCH,ZONE_COVERAGE,COVER_3
2540,2021_01_DEN_NYG,2021091212,3743,NYG,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,6.52,1.568,False,OUT,ZONE_COVERAGE,COVER_4
2545,2021_01_CHI_LA,2021091213,69,CHI,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.01,2.036,False,HITCH,ZONE_COVERAGE,COVER_6
2548,2021_01_CHI_LA,2021091213,140,CHI,PISTOL,"2 RB, 0 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",3.0,7.21,1.936,False,OUT,ZONE_COVERAGE,COVER_3
2551,2021_01_CHI_LA,2021091213,217,CHI,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,11.46,2.402,False,POST,ZONE_COVERAGE,COVER_3
2553,2021_01_CHI_LA,2021091213,265,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",5.0,4.62,1.668,False,SLANT,MAN_COVERAGE,COVER_0
2554,2021_01_CHI_LA,2021091213,289,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",3.0,44.39,4.137,False,POST,ZONE_COVERAGE,COVER_4
2558,2021_01_CHI_LA,2021091213,377,CHI,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,4.47,1.835,False,HITCH,ZONE_COVERAGE,COVER_3
2559,2021_01_CHI_LA,2021091213,401,CHI,EMPTY,"1 RB, 2 TE, 2 WR",4.0,"4 DL, 2 LB, 5 DB",5.0,5.32,1.468,False,SLANT,MAN_COVERAGE,COVER_1
2560,2021_01_CHI_LA,2021091213,425,CHI,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.77,1.869,False,HITCH,ZONE_COVERAGE,COVER_4
2562,2021_01_CHI_LA,2021091213,468,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,-3.52,1.868,False,FLAT,ZONE_COVERAGE,COVER_3
2563,2021_01_CHI_LA,2021091213,492,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,4.68,2.002,True,SLANT,ZONE_COVERAGE,COVER_3
2564,2021_01_CHI_LA,2021091213,514,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,0.719999999999999,3.97,True,FLAT,ZONE_COVERAGE,COVER_3
2565,2021_01_CHI_LA,2021091213,538,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,18.07,3.437,False,CROSS,MAN_COVERAGE,COVER_1
2567,2021_01_CHI_LA,2021091213,583,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,4.2,2.102,True,HITCH,ZONE_COVERAGE,COVER_6
2568,2021_01_CHI_LA,2021091213,607,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",3.0,27.26,2.503,False,GO,MAN_COVERAGE,COVER_1
2572,2021_01_CHI_LA,2021091213,684,CHI,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,8.69,2.97,False,HITCH,MAN_COVERAGE,COVER_1
2574,2021_01_CHI_LA,2021091213,751,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",1.0,-2.43,1.268,False,SCREEN,ZONE_COVERAGE,COVER_3
2575,2021_01_CHI_LA,2021091213,775,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,9.89,3.237,False,HITCH,ZONE_COVERAGE,COVER_4
2577,2021_01_CHI_LA,2021091213,833,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,-4.2,2.235,False,SCREEN,ZONE_COVERAGE,COVER_6
2583,2021_01_CHI_LA,2021091213,962,LA,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB",4.0,10.89,4.4,False,CROSS,MAN_COVERAGE,COVER_1
2584,2021_01_CHI_LA,2021091213,991,LA,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,1.92,2.87,True,ANGLE,ZONE_COVERAGE,COVER_4
2586,2021_01_CHI_LA,2021091213,1042,LA,PISTOL,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,8.28,2.736,False,OUT,MAN_COVERAGE,COVER_1
2587,2021_01_CHI_LA,2021091213,1064,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"2 DL, 4 LB, 5 DB",4.0,5.62,3.636,False,CROSS,MAN_COVERAGE,COVER_0
2591,2021_01_CHI_LA,2021091213,1141,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,7.92,2.302,False,HITCH,ZONE_COVERAGE,COVER_6
2592,2021_01_CHI_LA,2021091213,1165,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",2.0,7.25,1.869,False,OUT,ZONE_COVERAGE,COVER_3
2595,2021_01_CHI_LA,2021091213,1241,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,-3.19,1.235,False,SCREEN,ZONE_COVERAGE,COVER_6
2596,2021_01_CHI_LA,2021091213,1265,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,6.7,1.869,False,SLANT,ZONE_COVERAGE,COVER_3
2598,2021_01_CHI_LA,2021091213,1306,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-3.54000000000001,1.813,False,SCREEN,MAN_COVERAGE,COVER_1
2601,2021_01_CHI_LA,2021091213,1372,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,-2.78,1.235,False,SCREEN,ZONE_COVERAGE,COVER_4
2603,2021_01_CHI_LA,2021091213,1421,CHI,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",5.0,1.12,2.269,False,FLAT,ZONE_COVERAGE,COVER_3
2606,2021_01_CHI_LA,2021091213,1492,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,5.76000000000001,2.235,False,HITCH,ZONE_COVERAGE,COVER_3
2609,2021_01_CHI_LA,2021091213,1554,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,2.59,3.003,True,CROSS,ZONE_COVERAGE,COVER_4
2619,2021_01_CHI_LA,2021091213,1751,LA,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,1.34999999999999,1.601,False,SCREEN,ZONE_COVERAGE,COVER_3
2621,2021_01_CHI_LA,2021091213,1794,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,17.15,3.771,False,IN,MAN_COVERAGE,COVER_1
2622,2021_01_CHI_LA,2021091213,1818,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,41.99,3.804,False,POST,ZONE_COVERAGE,COVER_6
2625,2021_01_CHI_LA,2021091213,1898,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,6.33,2.102,False,HITCH,ZONE_COVERAGE,COVER_3
2627,2021_01_CHI_LA,2021091213,1943,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,6.06,2.269,False,HITCH,ZONE_COVERAGE,COVER_3
2629,2021_01_CHI_LA,2021091213,1988,CHI,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,-0.890000000000001,2.903,False,FLAT,ZONE_COVERAGE,COVER_3
2630,2021_01_CHI_LA,2021091213,2012,CHI,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,5.94,4.405,True,FLAT,ZONE_COVERAGE,COVER_3
2631,2021_01_CHI_LA,2021091213,2034,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-3.75,1.869,False,FLAT,ZONE_COVERAGE,COVER_3
2632,2021_01_CHI_LA,2021091213,2063,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-0.180000000000007,3.236,False,CROSS,ZONE_COVERAGE,COVER_3
2634,2021_01_CHI_LA,2021091213,2111,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,6.40000000000001,2.602,False,HITCH,ZONE_COVERAGE,COVER_3
2637,2021_01_CHI_LA,2021091213,2177,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",3.0,-1.26000000000001,2.069,False,CROSS,ZONE_COVERAGE,COVER_3
2640,2021_01_CHI_LA,2021091213,2243,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,9.67,2.136,False,GO,ZONE_COVERAGE,COVER_6
2645,2021_01_CHI_LA,2021091213,2341,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,4.68000000000001,1.813,False,SLANT,ZONE_COVERAGE,COVER_6
2646,2021_01_CHI_LA,2021091213,2363,LA,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,4.16,2.269,False,SLANT,MAN_COVERAGE,COVER_1
2647,2021_01_CHI_LA,2021091213,2387,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,17.97,3.036,False,CORNER,ZONE_COVERAGE,COVER_3
2648,2021_01_CHI_LA,2021091213,2416,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,-2.67,1.302,False,SCREEN,MAN_COVERAGE,COVER_1
2649,2021_01_CHI_LA,2021091213,2440,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,5.08,2.068,False,OUT,ZONE_COVERAGE,COVER_3
2650,2021_01_CHI_LA,2021091213,2469,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",6.0,3.88,2.469,False,SLANT,MAN_COVERAGE,COVER_1
2654,2021_01_CHI_LA,2021091213,2560,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,3.03,2.703,True,ANGLE,ZONE_COVERAGE,COVER_3
2655,2021_01_CHI_LA,2021091213,2615,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,2.66,2.67,False,ANGLE,ZONE_COVERAGE,COVER_3
2656,2021_01_CHI_LA,2021091213,2650,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",5.0,2.82,1.869,False,OUT,ZONE_COVERAGE,COVER_3
2660,2021_01_CHI_LA,2021091213,2733,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,7.06,2.202,False,HITCH,ZONE_COVERAGE,COVER_3
2662,2021_01_CHI_LA,2021091213,2778,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,0.859999999999999,2.336,False,CROSS,ZONE_COVERAGE,COVER_3
2665,2021_01_CHI_LA,2021091213,2847,CHI,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 4 LB, 5 DB",4.0,9.36,2.335,True,IN,ZONE_COVERAGE,COVER_3
2666,2021_01_CHI_LA,2021091213,2881,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",3.0,4.28,3.27,False,FLAT,ZONE_COVERAGE,COVER_4
2667,2021_01_CHI_LA,2021091213,2905,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,13.57,3.137,False,OUT,ZONE_COVERAGE,COVER_3
2674,2021_01_CHI_LA,2021091213,3087,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",6.0,-2.95,1.468,False,SCREEN,ZONE_COVERAGE,COVER_4
2676,2021_01_CHI_LA,2021091213,3154,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 4 LB, 4 DB",5.0,6.98,2.069,False,SLANT,ZONE_COVERAGE,COVER_3
2679,2021_01_CHI_LA,2021091213,3224,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,12.78,2.236,False,GO,MAN_COVERAGE,COVER_0
2682,2021_01_CHI_LA,2021091213,3284,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",9.0,"2 DL, 4 LB, 5 DB",4.0,11.37,3.27,True,HITCH,MAN_COVERAGE,COVER_0
2685,2021_01_CHI_LA,2021091213,3351,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,5.63,2.102,False,HITCH,ZONE_COVERAGE,COVER_3
2686,2021_01_CHI_LA,2021091213,3375,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,4.45,2.235,False,IN,ZONE_COVERAGE,COVER_4
2687,2021_01_CHI_LA,2021091213,3399,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,2.36,4.671,True,OUT,ZONE_COVERAGE,COVER_6
2688,2021_01_CHI_LA,2021091213,3421,CHI,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,-3.88,2.403,False,SCREEN,ZONE_COVERAGE,COVER_3
2689,2021_01_CHI_LA,2021091213,3472,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,2.28,3.47,True,FLAT,ZONE_COVERAGE,COVER_6
2700,2021_01_BAL_LV,2021091300,55,LV,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",7.0,6.81999999999999,1.936,True,HITCH,MAN_COVERAGE,COVER_0
2701,2021_01_BAL_LV,2021091300,77,LV,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,5.02,3.904,False,OUT,ZONE_COVERAGE,COVER_3
2705,2021_01_BAL_LV,2021091300,169,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"1 DL, 4 LB, 6 DB",4.0,5.12,2.402,False,SLANT,ZONE_COVERAGE,COVER_4
2707,2021_01_BAL_LV,2021091300,228,LV,EMPTY,"1 RB, 3 TE, 1 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,19.34,2.837,False,GO,MAN_COVERAGE,COVER_1
2708,2021_01_BAL_LV,2021091300,250,LV,EMPTY,"1 RB, 3 TE, 1 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,6.54,1.701,False,HITCH,ZONE_COVERAGE,COVER_3
2713,2021_01_BAL_LV,2021091300,383,BAL,PISTOL,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,-6.52,2.102,False,FLAT,ZONE_COVERAGE,COVER_3
2715,2021_01_BAL_LV,2021091300,428,BAL,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,5.88,2.269,True,HITCH,ZONE_COVERAGE,COVER_3
2717,2021_01_BAL_LV,2021091300,475,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,7.03,3.804,True,HITCH,ZONE_COVERAGE,COVER_3
2721,2021_01_BAL_LV,2021091300,562,LV,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,21.98,2.837,True,GO,ZONE_COVERAGE,COVER_3
2722,2021_01_BAL_LV,2021091300,590,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,31.33,3.003,False,GO,ZONE_COVERAGE,COVER_3
2723,2021_01_BAL_LV,2021091300,612,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"1 DL, 4 LB, 6 DB",5.0,15.7,2.936,False,IN,ZONE_COVERAGE,COVER_4
2725,2021_01_BAL_LV,2021091300,668,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",3.0,-3.34,1.535,False,SCREEN,ZONE_COVERAGE,COVER_3
2726,2021_01_BAL_LV,2021091300,692,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,0.960000000000001,3.837,True,FLAT,ZONE_COVERAGE,COVER_3
2728,2021_01_BAL_LV,2021091300,737,BAL,PISTOL,"2 RB, 0 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,4.78,2.569,True,HITCH,ZONE_COVERAGE,COVER_3
2729,2021_01_BAL_LV,2021091300,759,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,7.37000000000001,2.102,False,OUT,ZONE_COVERAGE,COVER_4
2735,2021_01_BAL_LV,2021091300,880,LV,SHOTGUN,"1 RB, 3 TE, 1 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,13.09,3.604,False,IN,MAN_COVERAGE,COVER_1
2736,2021_01_BAL_LV,2021091300,902,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"1 DL, 4 LB, 6 DB",6.0,12.1,2.77,True,HITCH,MAN_COVERAGE,COVER_1
2738,2021_01_BAL_LV,2021091300,949,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",3.0,-3.38,1.535,False,SCREEN,ZONE_COVERAGE,COVER_3
2741,2021_01_BAL_LV,2021091300,1013,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,5.66,2.669,True,HITCH,ZONE_COVERAGE,COVER_3
2744,2021_01_BAL_LV,2021091300,1075,LV,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",3.0,1.04,4.471,False,ANGLE,ZONE_COVERAGE,COVER_3
2748,2021_01_BAL_LV,2021091300,1174,BAL,PISTOL,"2 RB, 1 TE, 2 WR",5.0,"4 DL, 3 LB, 4 DB",4.0,16.39,3.003,False,CROSS,ZONE_COVERAGE,COVER_3
2750,2021_01_BAL_LV,2021091300,1226,BAL,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,4.42,3.337,True,CROSS,ZONE_COVERAGE,COVER_3
