,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
133,2020_01_HOU_KC,2020091000,3139,HOU,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",6.0,9.27,2.702,False,SLANT,ZONE_COVERAGE,COVER_4
136,2020_01_HOU_KC,2020091000,3211,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",5.0,18.42,2.336,False,GO,MAN_COVERAGE,2_MAN
137,2020_01_HOU_KC,2020091000,3233,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"4 DL, 1 LB, 6 DB",7.0,8.96,2.102,False,OUT,MAN_COVERAGE,COVER_0
139,2020_01_HOU_KC,2020091000,3283,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,18.93,2.359,False,GO,ZONE_COVERAGE,COVER_4
144,2020_01_HOU_KC,2020091000,3413,KC,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,0.530000000000001,2.269,False,FLAT,MAN_COVERAGE,COVER_1
147,2020_01_HOU_KC,2020091000,3498,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",3.0,23.12,2.703,False,GO,MAN_COVERAGE,COVER_1
149,2020_01_HOU_KC,2020091000,3541,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",3.0,-2.21,1.068,False,SCREEN,ZONE_COVERAGE,COVER_2
150,2020_01_HOU_KC,2020091000,3565,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 1 LB, 6 DB",4.0,17.73,2.502,False,POST,MAN_COVERAGE,COVER_0
151,2020_01_HOU_KC,2020091000,3587,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 1 LB, 6 DB",4.0,3.71,2.069,False,SLANT,MAN_COVERAGE,COVER_0
166,2020_01_HOU_KC,2020091000,3886,HOU,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,4.24,2.369,False,OUT,ZONE_COVERAGE,COVER_2
167,2020_01_HOU_KC,2020091000,3910,HOU,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,11.3,2.469,False,IN,ZONE_COVERAGE,COVER_2
175,2020_01_SEA_ATL,2020091300,118,ATL,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,13.08,3.103,True,IN,ZONE_COVERAGE,COVER_6
176,2020_01_SEA_ATL,2020091300,149,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",4.0,20.21,3.352,False,OUT,MAN_COVERAGE,COVER_1
179,2020_01_SEA_ATL,2020091300,259,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,12.52,3.07,True,HITCH,ZONE_COVERAGE,COVER_4
183,2020_01_SEA_ATL,2020091300,345,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"5 DL, 1 LB, 5 DB",5.0,12.03,2.269,False,POST,MAN_COVERAGE,COVER_1
184,2020_01_SEA_ATL,2020091300,369,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.86,2.169,True,OUT,MAN_COVERAGE,COVER_1
186,2020_01_SEA_ATL,2020091300,418,SEA,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,-1.82,2.402,False,FLAT,ZONE_COVERAGE,COVER_2
187,2020_01_SEA_ATL,2020091300,449,SEA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,-6.15,2.965,False,SCREEN,MAN_COVERAGE,COVER_1
189,2020_01_SEA_ATL,2020091300,505,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,4.79000000000001,4.371,False,CROSS,MAN_COVERAGE,COVER_1
193,2020_01_SEA_ATL,2020091300,618,SEA,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",1.0,-0.510000000000005,1.068,False,SCREEN,ZONE_COVERAGE,COVER_3
194,2020_01_SEA_ATL,2020091300,642,SEA,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"5 DL, 1 LB, 5 DB",4.0,2.04000000000001,2.97,False,FLAT,ZONE_COVERAGE,COVER_3
197,2020_01_SEA_ATL,2020091300,693,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,15.37,3.437,True,HITCH,ZONE_COVERAGE,COVER_3
198,2020_01_SEA_ATL,2020091300,721,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,-4.38,3.77,False,FLAT,ZONE_COVERAGE,COVER_3
201,2020_01_SEA_ATL,2020091300,805,ATL,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,2.82,1.869,False,FLAT,MAN_COVERAGE,COVER_1
202,2020_01_SEA_ATL,2020091300,837,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,10.47,1.997,False,SLANT,MAN_COVERAGE,COVER_1
204,2020_01_SEA_ATL,2020091300,893,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-7.53,2.006,False,SCREEN,ZONE_COVERAGE,COVER_3
208,2020_01_SEA_ATL,2020091300,974,ATL,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"4 DL, 3 LB, 4 DB",6.0,24.98,3.074,False,CROSS,MAN_COVERAGE,COVER_1
211,2020_01_SEA_ATL,2020091300,1043,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,6.03,2.002,True,OUT,ZONE_COVERAGE,COVER_3
213,2020_01_SEA_ATL,2020091300,1097,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,11.09,2.436,False,HITCH,ZONE_COVERAGE,COVER_3
222,2020_01_SEA_ATL,2020091300,1281,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",3.0,-4.63,2.169,False,FLAT,ZONE_COVERAGE,COVER_2
225,2020_01_SEA_ATL,2020091300,1351,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",6.0,3.85,2.969,True,OUT,MAN_COVERAGE,COVER_1
227,2020_01_SEA_ATL,2020091300,1401,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",6.0,5.14,1.964,False,HITCH,MAN_COVERAGE,COVER_1
228,2020_01_SEA_ATL,2020091300,1432,ATL,I_FORM,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",4.0,-3.98,4.771,True,FLAT,ZONE_COVERAGE,COVER_3
229,2020_01_SEA_ATL,2020091300,1454,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 3 LB, 4 DB",4.0,-0.57,1.401,False,SCREEN,ZONE_COVERAGE,COVER_3
232,2020_01_SEA_ATL,2020091300,1544,SEA,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,2.75,2.602,False,CROSS,ZONE_COVERAGE,COVER_3
235,2020_01_SEA_ATL,2020091300,1610,SEA,SHOTGUN,"1 RB, 0 TE, 4 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,2.36,2.369,True,CROSS,ZONE_COVERAGE,COVER_2
236,2020_01_SEA_ATL,2020091300,1634,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"5 DL, 1 LB, 5 DB",5.0,5.63,2.036,False,HITCH,MAN_COVERAGE,COVER_1
240,2020_01_SEA_ATL,2020091300,1755,ATL,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,1.71,1.74,False,FLAT,ZONE_COVERAGE,COVER_3
241,2020_01_SEA_ATL,2020091300,1786,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,4.92,2.77,False,CROSS,MAN_COVERAGE,COVER_1
246,2020_01_SEA_ATL,2020091300,1890,SEA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"5 DL, 1 LB, 5 DB",3.0,-1.97,2.109,False,SCREEN,ZONE_COVERAGE,COVER_2
248,2020_01_SEA_ATL,2020091300,1938,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"5 DL, 1 LB, 5 DB",5.0,-0.540000000000006,4.138,True,FLAT,MAN_COVERAGE,COVER_1
251,2020_01_SEA_ATL,2020091300,2016,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 2 LB, 6 DB",4.0,4.69,2.203,False,HITCH,ZONE_COVERAGE,COVER_4
253,2020_01_SEA_ATL,2020091300,2068,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",4.0,12.76,2.736,True,IN,ZONE_COVERAGE,COVER_3
254,2020_01_SEA_ATL,2020091300,2106,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",6.0,11.47,2.068,True,OUT,MAN_COVERAGE,COVER_1
257,2020_01_SEA_ATL,2020091300,2222,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 1 LB, 6 DB",4.0,2.46,2.632,False,ANGLE,ZONE_COVERAGE,COVER_4
258,2020_01_SEA_ATL,2020091300,2251,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",5.0,8.45999999999999,2.169,False,HITCH,ZONE_COVERAGE,COVER_2
259,2020_01_SEA_ATL,2020091300,2282,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,2.77,2.142,False,FLAT,ZONE_COVERAGE,COVER_4
260,2020_01_SEA_ATL,2020091300,2304,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,7.44,2.303,False,CROSS,ZONE_COVERAGE,COVER_6
261,2020_01_SEA_ATL,2020091300,2333,ATL,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"3 DL, 2 LB, 6 DB",4.0,5.27,2.736,False,SLANT,MAN_COVERAGE,COVER_1
269,2020_01_SEA_ATL,2020091300,2519,SEA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"5 DL, 1 LB, 5 DB",5.0,16.48,3.334,False,IN,ZONE_COVERAGE,COVER_3
270,2020_01_SEA_ATL,2020091300,2541,SEA,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"5 DL, 1 LB, 5 DB",5.0,-1.87,1.649,False,SCREEN,MAN_COVERAGE,COVER_1
271,2020_01_SEA_ATL,2020091300,2572,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,4.0,3.036,False,CROSS,ZONE_COVERAGE,COVER_3
273,2020_01_SEA_ATL,2020091300,2631,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,2.77,3.028,False,CROSS,MAN_COVERAGE,COVER_1
275,2020_01_SEA_ATL,2020091300,2683,SEA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 3 LB, 4 DB",4.0,16.39,4.004,False,POST,ZONE_COVERAGE,COVER_2
278,2020_01_SEA_ATL,2020091300,2772,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,30.73,2.669,True,GO,ZONE_COVERAGE,COVER_3
283,2020_01_SEA_ATL,2020091300,2870,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,2.89,2.703,True,CROSS,MAN_COVERAGE,2_MAN
285,2020_01_SEA_ATL,2020091300,2945,SEA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,-4.73,2.669,True,SCREEN,ZONE_COVERAGE,COVER_2
286,2020_01_SEA_ATL,2020091300,2969,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,10.39,3.837,False,IN,ZONE_COVERAGE,COVER_2
290,2020_01_SEA_ATL,2020091300,3082,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,7.29,1.869,False,IN,MAN_COVERAGE,COVER_1
293,2020_01_SEA_ATL,2020091300,3142,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,39.54,3.47,True,GO,ZONE_COVERAGE,COVER_4
294,2020_01_SEA_ATL,2020091300,3171,ATL,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",5.0,-3.13,2.002,False,SCREEN,ZONE_COVERAGE,COVER_3
295,2020_01_SEA_ATL,2020091300,3203,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,10.65,1.869,True,HITCH,ZONE_COVERAGE,COVER_3
297,2020_01_SEA_ATL,2020091300,3248,ATL,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",4.0,5.31,1.968,False,OUT,ZONE_COVERAGE,COVER_4
300,2020_01_SEA_ATL,2020091300,3312,SEA,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"5 DL, 1 LB, 5 DB",6.0,15.98,3.44,False,CROSS,MAN_COVERAGE,COVER_1
301,2020_01_SEA_ATL,2020091300,3336,SEA,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"5 DL, 1 LB, 5 DB",7.0,17.02,3.27,True,CROSS,MAN_COVERAGE,COVER_1
303,2020_01_SEA_ATL,2020091300,3379,SEA,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",2.0,-1.78,1.034,False,SCREEN,ZONE_COVERAGE,COVER_3
304,2020_01_SEA_ATL,2020091300,3408,SEA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,3.37,3.637,False,CROSS,ZONE_COVERAGE,COVER_3
309,2020_01_SEA_ATL,2020091300,3565,SEA,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,6.36,3.504,True,CROSS,MAN_COVERAGE,COVER_1
310,2020_01_SEA_ATL,2020091300,3597,SEA,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,5.81,1.668,False,SLANT,MAN_COVERAGE,COVER_1
313,2020_01_SEA_ATL,2020091300,3659,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,18.47,3.07,False,IN,ZONE_COVERAGE,COVER_3
314,2020_01_SEA_ATL,2020091300,3683,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,6.15,2.202,False,OUT,ZONE_COVERAGE,COVER_4
315,2020_01_SEA_ATL,2020091300,3711,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,11.33,2.136,False,OUT,ZONE_COVERAGE,COVER_3
