,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
11200,2022_04_LA_SF,2022100300,272,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,1.48,2.936,False,FLAT,ZONE_COVERAGE,COVER_6
11202,2022_04_LA_SF,2022100300,324,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-6.51000000000001,2.303,False,SCREEN,ZONE_COVERAGE,COVER_3
11207,2022_04_LA_SF,2022100300,438,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"3 DL, 4 LB, 4 DB",5.0,7.93000000000001,2.135,False,SLANT,ZONE_COVERAGE,COVER_3
11210,2022_04_LA_SF,2022100300,521,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,7.55,2.603,False,IN,ZONE_COVERAGE,COVER_2
11212,2022_04_LA_SF,2022100300,566,SF,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-3.16,2.368,False,SCREEN,ZONE_COVERAGE,COVER_4
11213,2022_04_LA_SF,2022100300,599,SF,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,5.47,2.903,False,IN,MAN_COVERAGE,COVER_1
11219,2022_04_LA_SF,2022100300,711,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,-2.52,2.625,True,ANGLE,MAN_COVERAGE,COVER_1
11222,2022_04_LA_SF,2022100300,775,SF,SHOTGUN,"2 RB, 1 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB",5.0,11.01,3.034,False,CROSS,ZONE_COVERAGE,COVER_3
11225,2022_04_LA_SF,2022100300,843,SF,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,-1.65,1.568,False,SCREEN,ZONE_COVERAGE,COVER_3
11228,2022_04_LA_SF,2022100300,913,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",5.0,3.72,2.614,False,IN,MAN_COVERAGE,COVER_1
11230,2022_04_LA_SF,2022100300,963,LA,I_FORM,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,9.98,3.737,True,HITCH,ZONE_COVERAGE,COVER_3
11232,2022_04_LA_SF,2022100300,1013,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,21.03,5.409,False,OUT,MAN_COVERAGE,COVER_1
11234,2022_04_LA_SF,2022100300,1053,SF,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,17.72,3.637,False,GO,ZONE_COVERAGE,COVER_4
11235,2022_04_LA_SF,2022100300,1082,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,-1.3,2.269,False,SCREEN,ZONE_COVERAGE,COVER_3
11236,2022_04_LA_SF,2022100300,1104,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",5.0,13.99,2.503,False,POST,ZONE_COVERAGE,COVER_3
11238,2022_04_LA_SF,2022100300,1149,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",3.0,5.06,4.423,False,FLAT,ZONE_COVERAGE,COVER_3
11242,2022_04_LA_SF,2022100300,1247,LA,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",7.0,-3.15,2.998,False,SCREEN,MAN_COVERAGE,COVER_1
11243,2022_04_LA_SF,2022100300,1271,LA,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,18.27,3.697,False,GO,ZONE_COVERAGE,COVER_4
11245,2022_04_LA_SF,2022100300,1324,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",3.0,-1.2,2.073,False,SCREEN,MAN_COVERAGE,COVER_0
11246,2022_04_LA_SF,2022100300,1348,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.24,3.537,False,IN,ZONE_COVERAGE,COVER_3
11247,2022_04_LA_SF,2022100300,1379,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,11.57,2.602,False,HITCH,ZONE_COVERAGE,COVER_4
11250,2022_04_LA_SF,2022100300,1435,SF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",2.0,-3.84,1.802,False,CROSS,ZONE_COVERAGE,COVER_3
11255,2022_04_LA_SF,2022100300,1547,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 4 LB, 5 DB",5.0,5.33,2.235,False,IN,MAN_COVERAGE,COVER_1
11258,2022_04_LA_SF,2022100300,1609,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.15,3.129,True,HITCH,ZONE_COVERAGE,COVER_3
11260,2022_04_LA_SF,2022100300,1652,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.58,2.3,False,OUT,ZONE_COVERAGE,COVER_2
11262,2022_04_LA_SF,2022100300,1683,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",6.0,9.84,2.925,True,HITCH,MAN_COVERAGE,COVER_1
11267,2022_04_LA_SF,2022100300,1807,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,-1.75,1.569,False,SCREEN,ZONE_COVERAGE,COVER_3
11268,2022_04_LA_SF,2022100300,1831,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,4.56,2.303,False,IN,ZONE_COVERAGE,COVER_3
11269,2022_04_LA_SF,2022100300,1857,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,34.27,2.802,True,GO,ZONE_COVERAGE,COVER_3
11274,2022_04_LA_SF,2022100300,1963,SF,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,15.42,2.57,False,POST,ZONE_COVERAGE,COVER_6
11275,2022_04_LA_SF,2022100300,1987,SF,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,3.01,5.238,True,IN,ZONE_COVERAGE,COVER_3
11277,2022_04_LA_SF,2022100300,2034,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,0.259999999999998,2.303,False,ANGLE,ZONE_COVERAGE,COVER_3
11279,2022_04_LA_SF,2022100300,2085,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-1.13,3.337,True,CROSS,ZONE_COVERAGE,COVER_3
11280,2022_04_LA_SF,2022100300,2109,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,3.64,2.737,False,OUT,ZONE_COVERAGE,COVER_3
11281,2022_04_LA_SF,2022100300,2142,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,13.55,3.204,True,POST,ZONE_COVERAGE,COVER_3
11283,2022_04_LA_SF,2022100300,2195,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.7,2.836,False,IN,ZONE_COVERAGE,COVER_4
11284,2022_04_LA_SF,2022100300,2219,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,2.55,2.836,False,FLAT,MAN_COVERAGE,COVER_1
11285,2022_04_LA_SF,2022100300,2252,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,5.3,2.903,True,ANGLE,ZONE_COVERAGE,COVER_3
11286,2022_04_LA_SF,2022100300,2276,LA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,1.89,2.269,False,OUT,MAN_COVERAGE,COVER_1
11291,2022_04_LA_SF,2022100300,2406,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,-0.379999999999995,1.668,False,SCREEN,ZONE_COVERAGE,COVER_3
11292,2022_04_LA_SF,2022100300,2440,LA,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",6.0,1.58,2.87,True,FLAT,MAN_COVERAGE,COVER_0
11293,2022_04_LA_SF,2022100300,2470,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.59,1.587,False,GO,MAN_COVERAGE,COVER_1
11294,2022_04_LA_SF,2022100300,2499,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,9.23,2.663,True,POST,MAN_COVERAGE,COVER_1
11297,2022_04_LA_SF,2022100300,2578,SF,SHOTGUN,"2 RB, 1 TE, 2 WR",5.0,"3 DL, 4 LB, 4 DB",3.0,3.33,1.802,False,FLAT,ZONE_COVERAGE,COVER_3
11302,2022_04_LA_SF,2022100300,2686,SF,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 3 LB, 4 DB",4.0,-1.54,1.535,False,SCREEN,ZONE_COVERAGE,COVER_4
11305,2022_04_LA_SF,2022100300,2759,SF,SHOTGUN,"1 RB, 2 TE, 2 WR",9.0,"3 DL, 4 LB, 4 DB",5.0,11.07,3.626,False,CROSS,MAN_COVERAGE,COVER_0
11310,2022_04_LA_SF,2022100300,2921,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-6.38,2.681,True,SCREEN,ZONE_COVERAGE,COVER_3
11311,2022_04_LA_SF,2022100300,2959,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,13.57,3.069,False,OUT,MAN_COVERAGE,COVER_1
11315,2022_04_LA_SF,2022100300,3073,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-0.990000000000002,3.402,False,SCREEN,ZONE_COVERAGE,COVER_2
11316,2022_04_LA_SF,2022100300,3097,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,-2.89,1.291,False,SCREEN,ZONE_COVERAGE,COVER_3
11318,2022_04_LA_SF,2022100300,3150,SF,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"2 DL, 4 LB, 5 DB",5.0,4.97,1.952,False,HITCH,ZONE_COVERAGE,COVER_3
11319,2022_04_LA_SF,2022100300,3172,SF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,-0.159999999999997,1.212,False,SCREEN,ZONE_COVERAGE,COVER_3
11322,2022_04_LA_SF,2022100300,3245,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.95,3.104,True,IN,ZONE_COVERAGE,COVER_3
11323,2022_04_LA_SF,2022100300,3269,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,4.01,1.94,False,OUT,ZONE_COVERAGE,COVER_3
11324,2022_04_LA_SF,2022100300,3302,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.1,3.203,False,IN,MAN_COVERAGE,COVER_1
11325,2022_04_LA_SF,2022100300,3330,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,0.25,2.053,False,SCREEN,MAN_COVERAGE,COVER_1
11328,2022_04_LA_SF,2022100300,3394,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.05,2.05,False,HITCH,ZONE_COVERAGE,COVER_3
11329,2022_04_LA_SF,2022100300,3418,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.43000000000001,2.529,True,OUT,ZONE_COVERAGE,COVER_4
11331,2022_04_LA_SF,2022100300,3476,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.54,2.903,False,HITCH,MAN_COVERAGE,COVER_1
11332,2022_04_LA_SF,2022100300,3498,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.0,3.451,False,HITCH,ZONE_COVERAGE,COVER_2
11333,2022_04_LA_SF,2022100300,3522,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,11.73,3.319,False,CROSS,MAN_COVERAGE,COVER_1
11334,2022_04_LA_SF,2022100300,3550,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-7.24,3.036,False,FLAT,ZONE_COVERAGE,COVER_4
11336,2022_04_LA_SF,2022100300,3599,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,3.46,2.802,False,SCREEN,ZONE_COVERAGE,COVER_3
11337,2022_04_LA_SF,2022100300,3623,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,11.89,4.138,True,IN,ZONE_COVERAGE,COVER_2
11339,2022_04_LA_SF,2022100300,3658,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,29.67,3.169,True,GO,ZONE_COVERAGE,COVER_4
11340,2022_04_LA_SF,2022100300,3691,LA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.47,3.286,True,HITCH,ZONE_COVERAGE,COVER_4
11351,2022_04_LA_SF,2022100300,3882,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-2.75,1.165,False,SCREEN,ZONE_COVERAGE,COVER_4
11352,2022_04_LA_SF,2022100300,3906,LA,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,4.5,4.738,True,OUT,ZONE_COVERAGE,COVER_4
11357,2022_05_IND_DEN,2022100600,56,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-3.55,2.002,False,FLAT,ZONE_COVERAGE,COVER_3
11359,2022_05_IND_DEN,2022100600,111,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,-1.89,4.405,True,FLAT,ZONE_COVERAGE,COVER_6
11362,2022_05_IND_DEN,2022100600,178,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,4.87,1.835,False,HITCH,ZONE_COVERAGE,COVER_3
11363,2022_05_IND_DEN,2022100600,202,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.0,1.968,False,SLANT,ZONE_COVERAGE,COVER_2
11364,2022_05_IND_DEN,2022100600,226,DEN,I_FORM,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,2.51000000000001,3.537,False,OUT,ZONE_COVERAGE,COVER_3
11367,2022_05_IND_DEN,2022100600,302,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,21.83,2.603,False,GO,MAN_COVERAGE,COVER_1
11369,2022_05_IND_DEN,2022100600,350,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,22.7,2.436,False,GO,ZONE_COVERAGE,COVER_2
11372,2022_05_IND_DEN,2022100600,406,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,1.92,3.304,True,OUT,MAN_COVERAGE,COVER_1
11375,2022_05_IND_DEN,2022100600,472,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,-2.45999999999999,3.069,True,FLAT,ZONE_COVERAGE,COVER_4
11378,2022_05_IND_DEN,2022100600,536,DEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,0.510000000000002,2.536,False,HITCH,ZONE_COVERAGE,COVER_3
11381,2022_05_IND_DEN,2022100600,596,IND,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,15.49,3.504,False,CROSS,ZONE_COVERAGE,COVER_6
11383,2022_05_IND_DEN,2022100600,651,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",5.0,1.77,2.803,False,FLAT,ZONE_COVERAGE,COVER_3
11386,2022_05_IND_DEN,2022100600,730,DEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,41.84,3.77,False,POST,ZONE_COVERAGE,COVER_3
11387,2022_05_IND_DEN,2022100600,752,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,1.26,3.273,False,CROSS,ZONE_COVERAGE,COVER_3
11396,2022_05_IND_DEN,2022100600,976,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.2,1.969,False,IN,ZONE_COVERAGE,COVER_4
11397,2022_05_IND_DEN,2022100600,1000,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-2.28,2.703,False,SCREEN,ZONE_COVERAGE,COVER_4
11398,2022_05_IND_DEN,2022100600,1024,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,-1.36,1.771,False,FLAT,ZONE_COVERAGE,COVER_3
11402,2022_05_IND_DEN,2022100600,1113,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,23.52,2.102,False,GO,ZONE_COVERAGE,COVER_4
11403,2022_05_IND_DEN,2022100600,1135,DEN,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,20.15,2.002,False,POST,MAN_COVERAGE,COVER_1
11404,2022_05_IND_DEN,2022100600,1157,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,5.68,1.668,False,SLANT,ZONE_COVERAGE,COVER_3
11409,2022_05_IND_DEN,2022100600,1257,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,9.78,3.87,True,HITCH,ZONE_COVERAGE,COVER_3
11412,2022_05_IND_DEN,2022100600,1335,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,2.66,2.469,False,CROSS,MAN_COVERAGE,COVER_1
11416,2022_05_IND_DEN,2022100600,1443,IND,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.32,4.305,False,OUT,ZONE_COVERAGE,COVER_3
11417,2022_05_IND_DEN,2022100600,1469,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.09,1.868,False,SLANT,ZONE_COVERAGE,COVER_4
11421,2022_05_IND_DEN,2022100600,1577,DEN,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,2.3,2.802,False,HITCH,ZONE_COVERAGE,COVER_3
11422,2022_05_IND_DEN,2022100600,1611,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-4.2,2.569,False,FLAT,ZONE_COVERAGE,COVER_2
11424,2022_05_IND_DEN,2022100600,1659,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.05,2.469,False,SLANT,ZONE_COVERAGE,COVER_6
11427,2022_05_IND_DEN,2022100600,1726,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,8.62,2.036,False,OUT,MAN_COVERAGE,COVER_1
11428,2022_05_IND_DEN,2022100600,1804,IND,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"3 DL, 3 LB, 5 DB",4.0,5.59,2.202,True,HITCH,ZONE_COVERAGE,COVER_3
11431,2022_05_IND_DEN,2022100600,1858,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,5.53,2.436,False,CROSS,MAN_COVERAGE,COVER_1
11432,2022_05_IND_DEN,2022100600,1882,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,5.39,2.016,False,IN,ZONE_COVERAGE,COVER_3
11433,2022_05_IND_DEN,2022100600,1916,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,15.82,3.77,False,OUT,ZONE_COVERAGE,COVER_6
11434,2022_05_IND_DEN,2022100600,1938,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,17.37,4.672,True,IN,MAN_COVERAGE,COVER_1
11436,2022_05_IND_DEN,2022100600,1980,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",4.0,8.38,2.472,False,HITCH,ZONE_COVERAGE,COVER_3
11440,2022_05_IND_DEN,2022100600,2090,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",5.0,6.37000000000001,1.668,False,HITCH,ZONE_COVERAGE,COVER_4
11448,2022_05_IND_DEN,2022100600,2276,DEN,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,2.92,3.403,False,FLAT,ZONE_COVERAGE,COVER_3
11449,2022_05_IND_DEN,2022100600,2300,DEN,SHOTGUN,"1 RB, 3 TE, 1 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,9.94,1.968,False,GO,ZONE_COVERAGE,COVER_3
11451,2022_05_IND_DEN,2022100600,2351,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,3.93000000000001,4.204,False,FLAT,ZONE_COVERAGE,COVER_2
11453,2022_05_IND_DEN,2022100600,2400,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,5.17,2.139,False,IN,ZONE_COVERAGE,COVER_6
11455,2022_05_IND_DEN,2022100600,2445,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,13.28,3.636,True,IN,MAN_COVERAGE,COVER_1
11459,2022_05_IND_DEN,2022100600,2534,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,14.9,4.07,True,FLAT,ZONE_COVERAGE,COVER_3
11464,2022_05_IND_DEN,2022100600,2633,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,44.68,3.871,True,GO,MAN_COVERAGE,COVER_1
11469,2022_05_IND_DEN,2022100600,2739,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",3.0,25.38,5.906,True,GO,ZONE_COVERAGE,COVER_2
11472,2022_05_IND_DEN,2022100600,2820,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,-5.43,2.069,False,SCREEN,MAN_COVERAGE,COVER_1
11473,2022_05_IND_DEN,2022100600,2844,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB",5.0,10.93,2.903,False,IN,ZONE_COVERAGE,COVER_3
11475,2022_05_IND_DEN,2022100600,2892,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,23.15,3.325,False,WHEEL,ZONE_COVERAGE,COVER_4
11476,2022_05_IND_DEN,2022100600,2914,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,25.03,2.603,False,GO,MAN_COVERAGE,COVER_1
11481,2022_05_IND_DEN,2022100600,3012,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,5.06,2.302,False,CROSS,ZONE_COVERAGE,COVER_4
11483,2022_05_IND_DEN,2022100600,3053,DEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",3.0,2.66,2.869,True,FLAT,ZONE_COVERAGE,COVER_3
11484,2022_05_IND_DEN,2022100600,3077,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",3.0,-3.28,1.201,False,SCREEN,ZONE_COVERAGE,COVER_4
11485,2022_05_IND_DEN,2022100600,3101,DEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,10.98,2.936,False,CROSS,ZONE_COVERAGE,COVER_3
11486,2022_05_IND_DEN,2022100600,3123,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-4.3,2.25,True,SCREEN,MAN_COVERAGE,COVER_1
11489,2022_05_IND_DEN,2022100600,3189,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,7.22,2.169,False,HITCH,ZONE_COVERAGE,COVER_3
11491,2022_05_IND_DEN,2022100600,3232,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,21.91,3.036,True,CROSS,MAN_COVERAGE,COVER_1
11494,2022_05_IND_DEN,2022100600,3314,IND,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,5.68,2.369,False,IN,ZONE_COVERAGE,COVER_4
11501,2022_05_IND_DEN,2022100600,3489,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,4.15,3.237,False,CROSS,ZONE_COVERAGE,COVER_2
11506,2022_05_IND_DEN,2022100600,3631,IND,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,34.78,6.04,True,OUT,ZONE_COVERAGE,COVER_3
11507,2022_05_IND_DEN,2022100600,3653,IND,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 3 LB, 6 DB",4.0,2.09,3.571,False,FLAT,ZONE_COVERAGE,COVER_6
