,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
104,2018_01_ATL_PHI,2018090600,2575,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",2.0,"4 DL, 1 LB, 6 DB",4.0,4.78,2.169,False,CROSS,ZONE_COVERAGE,COVER_3
106,2018_01_ATL_PHI,2018090600,2624,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,1.2,1.501,False,FLAT,ZONE_COVERAGE,COVER_3
107,2018_01_ATL_PHI,2018090600,2648,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,1.23,2.703,False,CROSS,ZONE_COVERAGE,COVER_3
109,2018_01_ATL_PHI,2018090600,2693,PHI,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,4.48,3.003,True,HITCH,ZONE_COVERAGE,COVER_3
111,2018_01_ATL_PHI,2018090600,2736,PHI,PISTOL,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,7.36,3.422,False,FLAT,MAN_COVERAGE,COVER_1
112,2018_01_ATL_PHI,2018090600,2764,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,7.65,2.969,True,HITCH,ZONE_COVERAGE,COVER_6
114,2018_01_ATL_PHI,2018090600,2811,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,10.66,3.237,False,IN,ZONE_COVERAGE,COVER_3
121,2018_01_ATL_PHI,2018090600,2980,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,11.73,2.57,False,CROSS,ZONE_COVERAGE,COVER_2
122,2018_01_ATL_PHI,2018090600,3004,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",5.0,12.31,2.236,False,OUT,MAN_COVERAGE,COVER_1
125,2018_01_ATL_PHI,2018090600,3066,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,2.47,2.936,False,CROSS,ZONE_COVERAGE,COVER_3
126,2018_01_ATL_PHI,2018090600,3095,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,9.31,3.17,True,HITCH,ZONE_COVERAGE,COVER_3
129,2018_01_ATL_PHI,2018090600,3181,ATL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,49.73,3.17,False,GO,ZONE_COVERAGE,COVER_6
130,2018_01_ATL_PHI,2018090600,3203,ATL,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,10.55,2.97,True,HITCH,ZONE_COVERAGE,COVER_3
132,2018_01_ATL_PHI,2018090600,3257,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 3 LB, 4 DB",6.0,-0.329999999999998,1.402,False,FLAT,MAN_COVERAGE,COVER_0
133,2018_01_ATL_PHI,2018090600,3279,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,3.91,2.57,False,HITCH,ZONE_COVERAGE,COVER_2
138,2018_01_ATL_PHI,2018090600,3392,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 1 LB, 6 DB",7.0,14.22,2.169,True,CORNER,MAN_COVERAGE,COVER_0
142,2018_01_ATL_PHI,2018090600,3481,PHI,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,16.95,2.638,False,POST,ZONE_COVERAGE,COVER_3
143,2018_01_ATL_PHI,2018090600,3507,ATL,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,16.48,3.17,True,OUT,ZONE_COVERAGE,COVER_2
151,2018_01_ATL_PHI,2018090600,3678,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,17.5,2.87,False,POST,ZONE_COVERAGE,COVER_3
155,2018_01_ATL_PHI,2018090600,3791,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-5.20999999999999,1.268,False,SCREEN,ZONE_COVERAGE,COVER_3
157,2018_01_ATL_PHI,2018090600,3844,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,"4 DL, 1 LB, 6 DB",4.0,-1.18000000000001,3.149,False,FLAT,ZONE_COVERAGE,COVER_3
159,2018_01_ATL_PHI,2018090600,3904,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",3.0,2.54,1.735,False,OUT,ZONE_COVERAGE,COVER_3
160,2018_01_ATL_PHI,2018090600,3928,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,46.0,3.437,False,GO,ZONE_COVERAGE,COVER_3
161,2018_01_ATL_PHI,2018090600,3950,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",3.0,-1.09,2.902,True,FLAT,ZONE_COVERAGE,COVER_3
162,2018_01_ATL_PHI,2018090600,3979,PHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,1.51000000000001,3.57,False,FLAT,ZONE_COVERAGE,COVER_3
170,2018_01_ATL_PHI,2018090600,4142,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,4.56,2.303,True,HITCH,ZONE_COVERAGE,COVER_3
171,2018_01_ATL_PHI,2018090600,4166,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,18.52,2.97,False,IN,ZONE_COVERAGE,COVER_3
173,2018_01_ATL_PHI,2018090600,4207,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,-9.17,2.569,False,SCREEN,MAN_COVERAGE,COVER_1
175,2018_01_ATL_PHI,2018090600,4258,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 1 LB, 6 DB",4.0,18.65,2.702,True,OUT,ZONE_COVERAGE,COVER_3
176,2018_01_ATL_PHI,2018090600,4282,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,6.49,2.102,False,IN,MAN_COVERAGE,COVER_1
178,2018_01_ATL_PHI,2018090600,4325,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",5.0,6.88,2.569,False,SLANT,MAN_COVERAGE,COVER_1
182,2018_01_ATL_PHI,2018090600,4395,ATL,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,19.47,2.457,True,GO,MAN_COVERAGE,COVER_0
185,2018_01_ATL_PHI,2018090600,4472,ATL,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 1 LB, 6 DB",4.0,9.25,2.097,False,GO,MAN_COVERAGE,COVER_0
189,2018_01_BUF_BAL,2018090900,71,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,4.82,5.706,True,SCREEN,ZONE_COVERAGE,COVER_4
190,2018_01_BUF_BAL,2018090900,95,BAL,PISTOL,"1 RB, 1 TE, 2 WR,1 DL",7.0,"4 DL, 3 LB, 4 DB",4.0,4.89,1.969,False,HITCH,ZONE_COVERAGE,COVER_3
193,2018_01_BUF_BAL,2018090900,186,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,27.23,5.038,False,POST,ZONE_COVERAGE,COVER_4
194,2018_01_BUF_BAL,2018090900,210,BAL,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,12.18,3.27,False,GO,ZONE_COVERAGE,COVER_6
195,2018_01_BUF_BAL,2018090900,232,BAL,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,9.11,2.269,False,CROSS,ZONE_COVERAGE,COVER_4
198,2018_01_BUF_BAL,2018090900,313,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,3.18000000000001,4.438,True,FLAT,ZONE_COVERAGE,COVER_4
204,2018_01_BUF_BAL,2018090900,444,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,-9.76000000000001,2.669,False,FLAT,ZONE_COVERAGE,COVER_3
208,2018_01_BUF_BAL,2018090900,531,BAL,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,4.21,1.835,False,OUT,ZONE_COVERAGE,COVER_4
209,2018_01_BUF_BAL,2018090900,553,BAL,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,12.91,2.335,False,POST,ZONE_COVERAGE,COVER_3
211,2018_01_BUF_BAL,2018090900,600,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,9.91,1.802,False,HITCH,ZONE_COVERAGE,COVER_4
212,2018_01_BUF_BAL,2018090900,622,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-6.31999999999999,1.768,False,CROSS,ZONE_COVERAGE,COVER_4
213,2018_01_BUF_BAL,2018090900,646,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"1 DL, 4 LB, 6 DB",4.0,23.84,2.769,False,GO,ZONE_COVERAGE,COVER_3
216,2018_01_BUF_BAL,2018090900,720,BAL,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,12.54,2.736,False,POST,ZONE_COVERAGE,COVER_3
218,2018_01_BUF_BAL,2018090900,775,BAL,EMPTY,"2 QB, 0 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,9.26000000000001,4.838,True,IN,ZONE_COVERAGE,COVER_4
219,2018_01_BUF_BAL,2018090900,797,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,4.06,2.369,False,FLAT,ZONE_COVERAGE,COVER_4
221,2018_01_BUF_BAL,2018090900,853,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.20999999999999,2.002,False,HITCH,ZONE_COVERAGE,COVER_4
222,2018_01_BUF_BAL,2018090900,877,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.79000000000001,1.936,False,WHEEL,ZONE_COVERAGE,COVER_2
223,2018_01_BUF_BAL,2018090900,901,BAL,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,0.269999999999996,1.835,False,FLAT,ZONE_COVERAGE,COVER_3
224,2018_01_BUF_BAL,2018090900,925,BAL,SHOTGUN,"2 QB, 1 RB, 1 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",3.0,6.90000000000001,2.836,False,CROSS,MAN_COVERAGE,COVER_1
225,2018_01_BUF_BAL,2018090900,947,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,14.72,2.303,False,POST,ZONE_COVERAGE,COVER_3
235,2018_01_BUF_BAL,2018090900,1161,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,-6.09,2.636,True,SCREEN,ZONE_COVERAGE,COVER_4
237,2018_01_BUF_BAL,2018090900,1204,BAL,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,2.83,8.275,True,OUT,ZONE_COVERAGE,COVER_2
240,2018_01_BUF_BAL,2018090900,1260,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-1.53,3.838,True,CROSS,ZONE_COVERAGE,COVER_6
242,2018_01_BUF_BAL,2018090900,1316,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,15.59,2.069,False,GO,MAN_COVERAGE,COVER_1
243,2018_01_BUF_BAL,2018090900,1338,BUF,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"1 DL, 4 LB, 6 DB",4.0,11.06,2.87,False,HITCH,ZONE_COVERAGE,COVER_3
247,2018_01_BUF_BAL,2018090900,1425,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.84,4.771,True,HITCH,ZONE_COVERAGE,COVER_2
252,2018_01_BUF_BAL,2018090900,1551,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"2 DL, 4 LB, 5 DB",5.0,26.21,2.47,False,GO,MAN_COVERAGE,COVER_0
258,2018_01_BUF_BAL,2018090900,1689,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,2.43000000000001,3.504,True,FLAT,ZONE_COVERAGE,COVER_2
259,2018_01_BUF_BAL,2018090900,1713,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,1.33,2.669,False,ANGLE,ZONE_COVERAGE,COVER_4
260,2018_01_BUF_BAL,2018090900,1737,BAL,SHOTGUN,"0 RB, 1 TE, 4 WR",4.0,"3 DL, 3 LB, 5 DB",4.0,1.61,1.735,False,ANGLE,ZONE_COVERAGE,COVER_4
263,2018_01_BUF_BAL,2018090900,1823,BUF,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"2 DL, 4 LB, 5 DB",3.0,8.64,3.07,False,HITCH,ZONE_COVERAGE,COVER_3
264,2018_01_BUF_BAL,2018090900,1847,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,5.43,3.337,False,ANGLE,MAN_COVERAGE,COVER_1
265,2018_01_BUF_BAL,2018090900,1869,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"0 DL, 6 LB, 5 DB",4.0,18.82,3.737,False,IN,ZONE_COVERAGE,COVER_3
266,2018_01_BUF_BAL,2018090900,1906,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,9.98,4.938,False,FLAT,ZONE_COVERAGE,COVER_4
268,2018_01_BUF_BAL,2018090900,1949,BAL,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-2.16,2.503,False,SCREEN,ZONE_COVERAGE,COVER_3
272,2018_01_BUF_BAL,2018090900,2037,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,1.61,1.902,False,WHEEL,ZONE_COVERAGE,COVER_6
275,2018_01_BUF_BAL,2018090900,2119,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,4.23,1.968,False,OUT,ZONE_COVERAGE,COVER_3
276,2018_01_BUF_BAL,2018090900,2158,BAL,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,16.46,3.069,False,HITCH,ZONE_COVERAGE,COVER_4
278,2018_01_BUF_BAL,2018090900,2199,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.14,2.703,False,ANGLE,ZONE_COVERAGE,COVER_4
279,2018_01_BUF_BAL,2018090900,2223,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,9.83,2.327,False,HITCH,ZONE_COVERAGE,COVER_3
281,2018_01_BUF_BAL,2018090900,2264,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-3.26,2.069,False,SCREEN,ZONE_COVERAGE,COVER_4
282,2018_01_BUF_BAL,2018090900,2288,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.97,7.574,True,HITCH,ZONE_COVERAGE,COVER_4
283,2018_01_BUF_BAL,2018090900,2312,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.79,2.303,False,HITCH,ZONE_COVERAGE,COVER_2
285,2018_01_BUF_BAL,2018090900,2353,BAL,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,6.14,1.902,False,HITCH,ZONE_COVERAGE,COVER_2
286,2018_01_BUF_BAL,2018090900,2377,BAL,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,19.7,2.068,False,GO,ZONE_COVERAGE,COVER_4
289,2018_01_BUF_BAL,2018090900,2440,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 4 LB, 5 DB",3.0,2.93,2.269,False,FLAT,ZONE_COVERAGE,PREVENT
294,2018_01_BUF_BAL,2018090900,2572,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.79,2.002,False,OUT,ZONE_COVERAGE,COVER_3
295,2018_01_BUF_BAL,2018090900,2594,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 4 LB, 6 DB",5.0,21.54,2.503,True,GO,MAN_COVERAGE,COVER_1
297,2018_01_BUF_BAL,2018090900,2646,BAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,-0.969999999999999,3.103,False,FLAT,ZONE_COVERAGE,COVER_3
