,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
60,2023_01_ARI_WAS,2023091007,1424,WAS,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,16.52,3.803,True,CROSS,ZONE_COVERAGE,COVER_4
68,2023_01_ARI_WAS,2023091007,1620,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,6.21,2.102,False,HITCH,ZONE_COVERAGE,COVER_4
71,2023_01_ARI_WAS,2023091007,1679,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,16.0,2.936,False,CROSS,MAN_COVERAGE,COVER_1
75,2023_01_ARI_WAS,2023091007,1764,ARI,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"5 DL, 1 LB, 5 DB",5.0,1.14,2.87,True,HITCH,ZONE_COVERAGE,COVER_3
76,2023_01_ARI_WAS,2023091007,1794,ARI,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"5 DL, 1 LB, 5 DB",5.0,12.25,3.871,True,CROSS,ZONE_COVERAGE,COVER_4
78,2023_01_ARI_WAS,2023091007,1848,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.51,2.102,False,OUT,ZONE_COVERAGE,COVER_3
85,2023_01_ARI_WAS,2023091007,1988,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,12.25,2.602,True,IN,MAN_COVERAGE,COVER_1
86,2023_01_ARI_WAS,2023091007,2013,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,8.39,2.77,False,HITCH,ZONE_COVERAGE,COVER_3
87,2023_01_ARI_WAS,2023091007,2036,WAS,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 4 LB, 5 DB",4.0,5.45999999999999,2.035,False,SLANT,ZONE_COVERAGE,COVER_4
91,2023_01_ARI_WAS,2023091007,2135,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,12.7,2.703,False,OUT,ZONE_COVERAGE,COVER_6
92,2023_01_ARI_WAS,2023091007,2160,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,17.82,3.137,True,OUT,ZONE_COVERAGE,COVER_6
93,2023_01_ARI_WAS,2023091007,2183,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,14.01,3.103,True,OUT,ZONE_COVERAGE,COVER_6
94,2023_01_ARI_WAS,2023091007,2208,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"0 DL, 5 LB, 6 DB",3.0,12.08,2.903,True,IN,MAN_COVERAGE,COVER_1
96,2023_01_ARI_WAS,2023091007,2238,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,"0 DL, 5 LB, 6 DB",3.0,19.61,3.07,False,CORNER,MAN_COVERAGE,COVER_1
101,2023_01_ARI_WAS,2023091007,2359,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,12.01,3.137,False,HITCH,ZONE_COVERAGE,COVER_4
103,2023_01_ARI_WAS,2023091007,2421,ARI,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,15.16,3.335,True,HITCH,ZONE_COVERAGE,COVER_4
104,2023_01_ARI_WAS,2023091007,2447,ARI,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.23,2.302,True,HITCH,ZONE_COVERAGE,COVER_4
105,2023_01_ARI_WAS,2023091007,2472,ARI,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,12.52,2.536,True,GO,MAN_COVERAGE,COVER_1
106,2023_01_ARI_WAS,2023091007,2495,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,8.39,1.935,False,SLANT,MAN_COVERAGE,COVER_1
107,2023_01_ARI_WAS,2023091007,2520,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-4.98,2.102,False,SCREEN,ZONE_COVERAGE,COVER_6
108,2023_01_ARI_WAS,2023091007,2545,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-4.14,1.301,False,SCREEN,ZONE_COVERAGE,COVER_4
109,2023_01_ARI_WAS,2023091007,2570,ARI,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-2.86,1.936,False,SCREEN,MAN_COVERAGE,COVER_1
110,2023_01_ARI_WAS,2023091007,2599,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",5.0,9.89,2.136,False,OUT,MAN_COVERAGE,COVER_1
114,2023_01_ARI_WAS,2023091007,2672,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,5.45,3.003,False,HITCH,ZONE_COVERAGE,COVER_4
116,2023_01_ARI_WAS,2023091007,2719,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,4.68,2.469,False,HITCH,ZONE_COVERAGE,COVER_4
128,2023_01_ARI_WAS,2023091007,3003,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,8.88,2.603,True,HITCH,ZONE_COVERAGE,COVER_4
132,2023_01_ARI_WAS,2023091007,3099,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",4.0,-4.6,2.436,True,SCREEN,ZONE_COVERAGE,COVER_4
133,2023_01_ARI_WAS,2023091007,3122,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",6.0,1.66,1.802,True,HITCH,MAN_COVERAGE,COVER_0
134,2023_01_ARI_WAS,2023091007,3145,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",2.0,"1 DL, 5 LB, 5 DB",4.0,8.07,4.105,True,HITCH,ZONE_COVERAGE,COVER_4
152,2023_01_ARI_WAS,2023091007,3542,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-2.5,4.571,False,FLAT,ZONE_COVERAGE,COVER_3
153,2023_01_ARI_WAS,2023091007,3567,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,-2.06,1.635,False,SCREEN,ZONE_COVERAGE,COVER_3
158,2023_01_ARI_WAS,2023091007,3676,WAS,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"1 DL, 5 LB, 5 DB",4.0,-4.13,2.336,True,SCREEN,ZONE_COVERAGE,COVER_4
160,2023_01_ARI_WAS,2023091007,3774,ARI,I_FORM,"1 RB, 2 TE, 1 WR,1 LB",8.0,"5 DL, 2 LB, 4 DB",6.0,32.63,4.304,False,GO,ZONE_COVERAGE,COVER_3
165,2023_01_ARI_WAS,2023091007,3890,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 1 LB, 6 DB",4.0,8.47,3.003,False,HITCH,ZONE_COVERAGE,COVER_2
173,2023_01_ARI_WAS,2023091007,4101,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,3.58,2.336,False,IN,ZONE_COVERAGE,COVER_4
176,2023_01_ARI_WAS,2023091007,4182,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,-0.32,2.169,False,FLAT,MAN_COVERAGE,COVER_1
179,2023_01_ARI_WAS,2023091007,4234,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,2.42,3.136,True,FLAT,ZONE_COVERAGE,COVER_6
181,2023_01_ARI_WAS,2023091007,4271,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 1 LB, 6 DB",4.0,15.47,3.137,False,IN,MAN_COVERAGE,2_MAN
193,2023_01_BUF_NYJ,2023091100,58,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,3.82,1.869,False,SLANT,MAN_COVERAGE,COVER_1
194,2023_01_BUF_NYJ,2023091100,83,BUF,SHOTGUN,"0 RB, 2 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-4.97,1.268,False,FLAT,ZONE_COVERAGE,COVER_3
197,2023_01_BUF_NYJ,2023091100,152,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,5.28,1.601,False,SLANT,ZONE_COVERAGE,COVER_4
203,2023_01_BUF_NYJ,2023091100,299,NYJ,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.61,2.036,False,HITCH,ZONE_COVERAGE,COVER_4
204,2023_01_BUF_NYJ,2023091100,331,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,1.66,3.069,False,OUT,ZONE_COVERAGE,COVER_3
209,2023_01_BUF_NYJ,2023091100,435,BUF,PISTOL,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,-7.82,1.792,False,FLAT,ZONE_COVERAGE,COVER_6
211,2023_01_BUF_NYJ,2023091100,482,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,-3.15,3.437,False,CROSS,ZONE_COVERAGE,COVER_6
213,2023_01_BUF_NYJ,2023091100,534,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-0.380000000000003,2.203,False,FLAT,ZONE_COVERAGE,COVER_6
214,2023_01_BUF_NYJ,2023091100,559,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.64,2.069,False,POST,ZONE_COVERAGE,COVER_3
216,2023_01_BUF_NYJ,2023091100,604,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,1.48,1.868,False,IN,ZONE_COVERAGE,COVER_6
217,2023_01_BUF_NYJ,2023091100,629,BUF,EMPTY,"1 RB, 2 TE, 2 WR",4.0,"3 DL, 3 LB, 5 DB",3.0,5.97,4.405,False,HITCH,ZONE_COVERAGE,COVER_3
223,2023_01_BUF_NYJ,2023091100,779,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.52,2.094,False,OUT,ZONE_COVERAGE,COVER_3
224,2023_01_BUF_NYJ,2023091100,804,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,18.8,3.121,True,POST,ZONE_COVERAGE,COVER_2
231,2023_01_BUF_NYJ,2023091100,962,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,2.72,2.336,False,ANGLE,ZONE_COVERAGE,COVER_6
232,2023_01_BUF_NYJ,2023091100,993,BUF,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,52.72,4.738,False,GO,MAN_COVERAGE,COVER_1
242,2023_01_BUF_NYJ,2023091100,1186,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,6.0,2.603,True,HITCH,ZONE_COVERAGE,COVER_6
243,2023_01_BUF_NYJ,2023091100,1216,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.43000000000001,2.934,True,ANGLE,ZONE_COVERAGE,COVER_6
244,2023_01_BUF_NYJ,2023091100,1239,BUF,EMPTY,"1 RB, 2 TE, 2 WR",4.0,"3 DL, 3 LB, 5 DB",4.0,3.74,1.735,False,HITCH,ZONE_COVERAGE,COVER_3
248,2023_01_BUF_NYJ,2023091100,1356,BUF,SINGLEBACK,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,18.07,3.609,True,IN,ZONE_COVERAGE,COVER_6
249,2023_01_BUF_NYJ,2023091100,1381,BUF,SHOTGUN,"0 RB, 2 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-0.52,1.402,False,SCREEN,ZONE_COVERAGE,COVER_4
251,2023_01_BUF_NYJ,2023091100,1428,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,12.74,6.506,True,SLANT,MAN_COVERAGE,COVER_0
255,2023_01_BUF_NYJ,2023091100,1499,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,-2.41,5.205,False,SCREEN,ZONE_COVERAGE,COVER_3
257,2023_01_BUF_NYJ,2023091100,1551,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,13.59,3.236,False,POST,ZONE_COVERAGE,COVER_3
258,2023_01_BUF_NYJ,2023091100,1589,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-1.48,2.068,False,SCREEN,ZONE_COVERAGE,COVER_6
261,2023_01_BUF_NYJ,2023091100,1664,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,3.81,1.768,False,SLANT,MAN_COVERAGE,COVER_1
263,2023_01_BUF_NYJ,2023091100,1701,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,3.26,2.569,False,HITCH,ZONE_COVERAGE,COVER_6
267,2023_01_BUF_NYJ,2023091100,1775,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,19.23,3.236,False,WHEEL,MAN_COVERAGE,COVER_1
277,2023_01_BUF_NYJ,2023091100,1950,NYJ,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,1.28,3.17,True,OUT,ZONE_COVERAGE,COVER_6
278,2023_01_BUF_NYJ,2023091100,1973,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,10.99,2.903,True,CROSS,MAN_COVERAGE,COVER_1
279,2023_01_BUF_NYJ,2023091100,1998,NYJ,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-5.61,1.368,False,FLAT,ZONE_COVERAGE,COVER_2
280,2023_01_BUF_NYJ,2023091100,2028,NYJ,PISTOL,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-4.03,2.456,False,FLAT,ZONE_COVERAGE,COVER_6
292,2023_01_BUF_NYJ,2023091100,2281,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,14.59,4.071,True,HITCH,MAN_COVERAGE,COVER_1
293,2023_01_BUF_NYJ,2023091100,2306,BUF,SHOTGUN,"0 RB, 2 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-0.760000000000005,1.769,False,FLAT,ZONE_COVERAGE,COVER_4
295,2023_01_BUF_NYJ,2023091100,2358,BUF,SHOTGUN,"1 RB, 3 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",5.0,-2.68,2.436,False,SCREEN,ZONE_COVERAGE,COVER_3
296,2023_01_BUF_NYJ,2023091100,2383,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,6.85,3.57,False,OUT,ZONE_COVERAGE,COVER_6
298,2023_01_BUF_NYJ,2023091100,2428,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,39.79,3.337,True,POST,ZONE_COVERAGE,COVER_6
299,2023_01_BUF_NYJ,2023091100,2456,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-3.22,2.503,False,SCREEN,ZONE_COVERAGE,COVER_6
301,2023_01_BUF_NYJ,2023091100,2488,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",6.0,-2.16,1.668,False,SCREEN,MAN_COVERAGE,COVER_1
302,2023_01_BUF_NYJ,2023091100,2513,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.32,1.836,False,HITCH,ZONE_COVERAGE,COVER_3
303,2023_01_BUF_NYJ,2023091100,2536,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,3.13,3.204,True,ANGLE,ZONE_COVERAGE,COVER_3
308,2023_01_BUF_NYJ,2023091100,2655,BUF,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,1.48,1.835,False,OUT,MAN_COVERAGE,COVER_1
310,2023_01_BUF_NYJ,2023091100,2717,NYJ,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 2 LB, 5 DB",4.0,10.47,6.74,True,OUT,ZONE_COVERAGE,COVER_3
316,2023_01_BUF_NYJ,2023091100,2844,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-0.199999999999999,2.268,False,FLAT,ZONE_COVERAGE,COVER_4
319,2023_01_BUF_NYJ,2023091100,2916,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,-6.57,1.868,False,FLAT,ZONE_COVERAGE,COVER_4
320,2023_01_BUF_NYJ,2023091100,2941,BUF,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,-0.240000000000002,2.669,True,FLAT,MAN_COVERAGE,COVER_1
323,2023_01_BUF_NYJ,2023091100,3015,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,15.82,2.469,False,CORNER,ZONE_COVERAGE,COVER_4
327,2023_01_BUF_NYJ,2023091100,3098,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.03,3.67,True,CROSS,ZONE_COVERAGE,COVER_6
330,2023_01_BUF_NYJ,2023091100,3167,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,13.69,2.536,False,CORNER,ZONE_COVERAGE,COVER_2
332,2023_01_BUF_NYJ,2023091100,3214,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",8.0,"4 DL, 2 LB, 5 DB",4.0,4.26,1.468,False,GO,MAN_COVERAGE,COVER_0
352,2023_01_BUF_NYJ,2023091100,3593,BUF,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,6.42,1.802,False,HITCH,ZONE_COVERAGE,COVER_3
353,2023_01_BUF_NYJ,2023091100,3618,BUF,EMPTY,"1 RB, 2 TE, 2 WR",3.0,"3 DL, 3 LB, 5 DB",4.0,14.91,3.103,True,HITCH,ZONE_COVERAGE,COVER_4
355,2023_01_BUF_NYJ,2023091100,3684,BUF,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",5.0,15.12,2.87,True,HITCH,MAN_COVERAGE,COVER_1
357,2023_01_BUF_NYJ,2023091100,3716,BUF,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",6.0,6.01000000000001,1.768,False,SLANT,MAN_COVERAGE,COVER_1
360,2023_01_BUF_NYJ,2023091100,3771,BUF,EMPTY,"1 RB, 2 TE, 2 WR",4.0,"3 DL, 3 LB, 5 DB",4.0,33.35,3.404,True,GO,ZONE_COVERAGE,COVER_4
361,2023_01_BUF_NYJ,2023091100,3794,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,1.93000000000001,2.636,True,FLAT,ZONE_COVERAGE,COVER_4
369,2023_01_BUF_NYJ,2023091100,3942,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,12.64,2.302,False,CORNER,ZONE_COVERAGE,COVER_6
371,2023_01_BUF_NYJ,2023091100,3987,BUF,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,12.31,3.37,False,HITCH,MAN_COVERAGE,COVER_1
381,2023_01_CAR_ATL,2023091000,185,CAR,SHOTGUN,"0 RB, 1 TE, 4 WR",7.0,"3 DL, 3 LB, 5 DB",5.0,11.01,2.302,False,IN,ZONE_COVERAGE,COVER_3
385,2023_01_CAR_ATL,2023091000,287,CAR,PISTOL,"0 RB, 1 TE, 4 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-7.26,2.136,True,FLAT,ZONE_COVERAGE,COVER_6
386,2023_01_CAR_ATL,2023091000,312,CAR,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",5.0,-3.02,1.668,False,SCREEN,MAN_COVERAGE,COVER_0
396,2023_01_CAR_ATL,2023091000,522,ATL,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"1 DL, 5 LB, 5 DB",4.0,-5.74,1.235,False,FLAT,MAN_COVERAGE,COVER_1
402,2023_01_CAR_ATL,2023091000,661,CAR,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,13.33,2.936,False,IN,ZONE_COVERAGE,COVER_6
403,2023_01_CAR_ATL,2023091000,688,ATL,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,-3.78,0.801,False,CROSS,ZONE_COVERAGE,COVER_3
406,2023_01_CAR_ATL,2023091000,755,ATL,PISTOL,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",6.0,-2.84,1.468,False,SCREEN,ZONE_COVERAGE,COVER_2
411,2023_01_CAR_ATL,2023091000,842,CAR,PISTOL,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,15.73,4.705,False,IN,ZONE_COVERAGE,COVER_4
